gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000184221	1250.3527878184295	-0.4604931845748346	0.2849789136590376	-1.6158851146642754	0.10611915450628083	0.9226779270907635
ENSG00000154727	3764.77842712737	0.2740989208456062	0.17029933741663564	1.6095125500989234	0.10750431301955424	0.9226779270907635
ENSG00000142173	5506.636421649383	-0.31303212787848994	0.19603063610797583	-1.5968530944625838	0.11029845749471216	0.9226779270907635
ENSG00000212938	216.10586221237594	-0.7135310326948854	0.4499900021118636	-1.5856597465414528	0.11281651510280077	0.9226779270907635
ENSG00000156239	3664.028289715785	-0.3654388836703078	0.23881668752999086	-1.530206651176399	0.125965585561809	0.9592949537587908
ENSG00000160182	178.73137734437807	-0.6955550083557718	0.4745378561355011	-1.4657524144020255	0.14271574913007867	0.9592949537587908
ENSG00000186925	146.38466868485267	0.6780327620575378	0.4716878770556576	1.4374606493809299	0.15058714633165515	0.9592949537587908
ENSG00000154654	5151.4869096325565	0.32657355072908373	0.22916128956023457	1.4250816591047526	0.15413359769191795	0.9592949537587908
ENSG00000166351	1223.6557147322042	0.3475450943888136	0.24969739782923592	1.3918651031617644	0.16396325097972436	0.9592949537587908
ENSG00000159200	9649.485436690078	-0.23455787203344985	0.17636355949585472	-1.3299678953177567	0.18352884935882544	0.9592949537587908
ENSG00000182591	328.5235880469474	-0.5006968460174317	0.37678676740589206	-1.328859952977218	0.18389417817799375	0.9592949537587908
ENSG00000159263	4523.633042568465	-0.25369054880985936	0.1919451707905182	-1.321682372966433	0.1862739407512831	0.9592949537587908
ENSG00000154640	1588.9876519074826	-0.24458777672445248	0.18807671199582585	-1.300468166042167	0.19344056008480787	0.9592949537587908
ENSG00000160181	720.3052127270034	0.3386016935167153	0.26264500139001057	1.2891990775560738	0.19732888564786152	0.9592949537587908
ENSG00000232263	142.43177333803018	-0.6713703251716256	0.5246291278458877	-1.2797046323528645	0.20064903483018293	0.9592949537587908
ENSG00000206104	85.52067005597027	0.7908365923445989	0.623296174412046	1.2687974430303435	0.20451331734471898	0.9592949537587908
ENSG00000183527	1893.4311409893653	0.24076723967109157	0.19120363674063548	1.2592189341967814	0.20795126440216505	0.9592949537587908
ENSG00000186980	69.86348148936061	-0.8716154361262208	0.6966849998543237	-1.2510897124360003	0.2109017484434274	0.9592949537587908
ENSG00000157617	9315.901495166085	-0.24796278720652645	0.19822110852366379	-1.25094037185714	0.21095623308150316	0.9592949537587908
ENSG00000160179	8719.073574348155	0.20560091283636983	0.16470809151226687	1.2482745137087417	0.21193054424737656	0.9592949537587908
ENSG00000183255	3872.3142795003123	-0.21531888643673408	0.17322008616416268	-1.2430364815352526	0.21385439034273132	0.9592949537587908
ENSG00000221859	311.0258686470973	0.5524610820791301	0.4448211069560674	1.2419848641168318	0.21424214660136356	0.9592949537587908
ENSG00000157538	7108.669566880779	0.21699447435900218	0.1761251315978165	1.232047195027858	0.21793145492919586	0.9592949537587908
ENSG00000186967	111.32464127155232	-0.669481325496573	0.5561243238104484	-1.2038339213602922	0.22865377590175798	0.9592949537587908
ENSG00000183570	7225.260003634591	-0.19044058075841275	0.1582515387459936	-1.2034042908365343	0.22881990825290838	0.9592949537587908
ENSG00000159197	257.1801583395869	0.5180737553390301	0.431030832879838	1.2019412900873794	0.22938627548048984	0.9592949537587908
ENSG00000154736	3219.031580286475	0.6847625649970277	0.5712896074279126	1.198625979002136	0.23067341188374488	0.9592949537587908
ENSG00000275895	7277.599236749008	0.21581427975337025	0.18025269731146262	1.1972873802851338	0.2311945615088854	0.9592949537587908
ENSG00000142197	3518.815653873037	-0.228692722324027	0.1911995142579348	-1.1960946826230558	0.2316596124377237	0.9592949537587908
ENSG00000198743	3927.2694293269515	0.32648704126933925	0.27699735966174877	1.178664813513111	0.23853167200276862	0.9592949537587908
ENSG00000272804	536.6427382071299	0.4275683918459839	0.3703383531471842	1.154534463450656	0.24828111770786465	0.9592949537587908
ENSG00000183640	166.87319036455864	-0.6047393133711417	0.5282015077508639	-1.1449026640347613	0.2522494803112012	0.9592949537587908
ENSG00000156304	5366.3481875043835	-0.18481929238413347	0.16583112833261704	-1.114503014255748	0.26506345205201676	0.9592949537587908
ENSG00000160193	3250.2215738802092	-0.20388889530559556	0.1838927958824273	-1.1087378074122756	0.2675433069191331	0.9592949537587908
ENSG00000160209	13934.739144024852	-0.16405883083789308	0.14853649261036736	-1.104501849712064	0.26937550161327495	0.9592949537587908
ENSG00000231068	88.35116600499849	-0.6928149090516971	0.6288601113900162	-1.1016995616406913	0.2705923076057085	0.9592949537587908
ENSG00000160199	5548.162757084479	-0.1869213389995172	0.17241885407905788	-1.0841119435453945	0.2783151678888731	0.9592949537587908
ENSG00000160183	6170.875670815075	0.1971079859730382	0.18285111087871264	1.0779698576935761	0.28104720792959015	0.9592949537587908
ENSG00000159082	14600.59634342878	0.16980313953887416	0.15887678807751876	1.0687724845999798	0.28517220066218146	0.9592949537587908
ENSG00000244362	120.83716569628805	0.5657132728576174	0.5363173415186744	1.0548107045274788	0.29151190788803844	0.9592949537587908
ENSG00000159079	3242.6801998193787	-0.21013774824784046	0.19984324530032765	-1.0515128891749232	0.29302309279017513	0.9592949537587908
ENSG00000156273	5822.57438148845	0.2124405656103615	0.20463114803279847	1.0381633864279125	0.2991939952794066	0.9592949537587908
ENSG00000249209	326.6423905109614	-0.40622748973962985	0.3931008760970484	-1.0333924812707382	0.301420263632682	0.9592949537587908
ENSG00000274749	204.44445579814717	0.4423242531841798	0.43179714308547495	1.0243797585678351	0.3056559387729006	0.9592949537587908
ENSG00000187766	306.21521924165916	0.49072951032316847	0.4800359880219605	1.0222765012791473	0.306650051827464	0.9592949537587908
ENSG00000215455	429.5081220865925	0.4326029912169985	0.4425134664488525	0.9776041273695352	0.32827015521849184	0.9592949537587908
ENSG00000198390	213.179216831895	0.4409006451056052	0.45400798835342576	0.9711297078816661	0.33148369177943754	0.9592949537587908
ENSG00000160298	6777.811372425751	-0.1940214541998564	0.20145637573741954	-0.9630941363342409	0.3355002841222684	0.9592949537587908
ENSG00000221837	684.2882076284461	0.2942228152477132	0.30667272924896105	0.9594032569125479	0.3373556350010528	0.9592949537587908
ENSG00000159110	5273.186253240484	0.16018150635115674	0.1711884215853523	0.9357029223573532	0.3494261655717622	0.9592949537587908
ENSG00000222018	245.74699466269232	-0.37971593587383345	0.4098063102514718	-0.9265741555829782	0.3541476786125101	0.9592949537587908
ENSG00000159147	6309.95667062572	-0.15313457984998205	0.16593991129617525	-0.9228315156602814	0.35609501429136386	0.9592949537587908
ENSG00000156282	393.0378831375997	0.33971115734091617	0.3854780219987881	0.8812724408500368	0.3781703787607507	0.9592949537587908
ENSG00000241837	2871.1188975997966	0.18452609579420795	0.20944759652382536	0.8810131930695968	0.37831067926769596	0.9592949537587908
ENSG00000160233	1936.5286596687592	-0.27563651546924334	0.31448202861005864	-0.8764777964817134	0.38077034180364916	0.9592949537587908
ENSG00000188694	709.6973027818669	-0.36013317151652574	0.4119752045462131	-0.8741622494324849	0.38202990121944236	0.9592949537587908
ENSG00000160307	954.3802267742519	0.22450574896306696	0.25684850719599195	0.8740784652166759	0.3820755241330626	0.9592949537587908
ENSG00000160213	3871.9640437621547	0.18324256539040712	0.2098668824943087	0.8731371201236403	0.3825883432340731	0.9592949537587908
ENSG00000154639	3235.2207377893556	-0.15702071214792554	0.18032926495728588	-0.8707444805762317	0.38389368563191667	0.9592949537587908
ENSG00000157578	7966.128477771691	0.12575798702515079	0.14601676785973	0.8612571615470856	0.3890964238450063	0.9592949537587908
ENSG00000160310	9500.502915666568	-0.1466818143730551	0.1723029931849112	-0.8513016034239167	0.3946018344537421	0.9592949537587908
ENSG00000189169	484.27516042057266	-0.29894934512172927	0.35427346598078835	-0.8438378084401635	0.39876004484069777	0.9592949537587908
ENSG00000160294	10338.604037199706	0.13941578700783003	0.166248135923288	0.8386006028492299	0.4016934722662196	0.9592949537587908
ENSG00000183421	2100.3969688557318	-0.23904054113033793	0.28513686892541457	-0.8383361367163837	0.40184194587797817	0.9592949537587908
ENSG00000154646	1982.8149871912556	0.17104749776656983	0.20922831913691545	0.8175159962674042	0.41363361162677803	0.9592949537587908
ENSG00000185808	5695.553690078214	0.13341954127995329	0.16597421639226106	0.8038570338216356	0.42147954664347387	0.9592949537587908
ENSG00000142188	3698.16300956817	0.14149718953385096	0.17824508046174875	0.7938350341411871	0.4272914742203832	0.9592949537587908
ENSG00000184900	2709.19527220597	-0.1740589191912418	0.22037657714182587	-0.7898249507669964	0.4296300054710014	0.9592949537587908
ENSG00000175894	4292.565339639995	0.1648009235198747	0.2100768973287381	0.7844790436998245	0.43275907377868555	0.9592949537587908
ENSG00000173638	6804.166353467359	0.12095031712728954	0.15620102447487358	0.7743247365624388	0.43873877899461744	0.9592949537587908
ENSG00000160201	6880.539178830413	-0.14874578472229633	0.19267105173090984	-0.7720193738810288	0.44010295290883567	0.9592949537587908
ENSG00000241945	3578.271446803543	0.13924299131677056	0.18131747608775733	0.7679512991311285	0.4425161187452542	0.9592949537587908
ENSG00000205758	7743.598848512868	-0.1194737805003487	0.15704430957709312	-0.7607647855696354	0.446797571143076	0.9592949537587908
ENSG00000278961	1568.1124487188256	-0.1956078339826357	0.25773322965445566	-0.7589546534022337	0.4478796835425959	0.9592949537587908
ENSG00000160221	5567.448937157022	-0.13432355087195386	0.1772206820347328	-0.7579451186494605	0.4484838382948146	0.9592949537587908
ENSG00000154645	5265.545778959746	-0.12091756512879871	0.16119775432999744	-0.7501194146989245	0.4531827875028555	0.9592949537587908
ENSG00000157601	8439.539183525074	0.12063853505634838	0.1641635314107909	0.7348680551618451	0.4624198550886374	0.9592949537587908
ENSG00000276076	1018.3187711809429	0.18108554604972021	0.25110679520030266	0.7211495248675849	0.4708175231684335	0.9592949537587908
ENSG00000141956	21321.955402926833	0.10428222191832094	0.14669856100021572	0.7108605647342894	0.4771706453508705	0.9592949537587908
ENSG00000183778	8424.172224513015	-0.13865981006211198	0.19666710160463957	-0.705048322422833	0.4807801647555152	0.9592949537587908
ENSG00000170262	1249.941528129698	0.17649765554376867	0.2547745574179911	0.6927601301027917	0.48846009679081637	0.9592949537587908
ENSG00000186971	246.66746019021164	0.2641919930399267	0.38551991131173763	0.6852875436213118	0.49316249055137584	0.9592949537587908
ENSG00000159259	1949.3908077877636	-0.1639930000698468	0.24129578163929644	-0.6796347576228807	0.496735755915964	0.9592949537587908
ENSG00000142166	2806.1635564181533	-0.12454578632931115	0.1841616452617499	-0.6762851523849799	0.49885961773412785	0.9592949537587908
ENSG00000188155	513.841545475159	-0.26202330093372544	0.3887041245797246	-0.6740944702272732	0.50025125491327	0.9592949537587908
ENSG00000160216	12614.424886481003	0.10213162147102159	0.15400447422644328	0.6631730797694261	0.507219710571292	0.9592949537587908
ENSG00000155313	7624.902911877842	-0.10605850846505606	0.1625311689970972	-0.6525425807215492	0.5140512131923329	0.9592949537587908
ENSG00000212935	353.56544520547027	0.2659041492836935	0.40915075145470675	0.6498928532778933	0.5157614348810999	0.9592949537587908
ENSG00000186977	156.27747538095065	0.32685748439535356	0.5063990990730152	0.645454316553248	0.5186328138465208	0.9592949537587908
ENSG00000186866	7824.993983119473	-0.12466328322295639	0.19503914445817908	-0.6391705807020042	0.5227119682971423	0.9592949537587908
ENSG00000212933	116.17964262395199	-0.35791708218826485	0.5618265411836582	-0.6370597612462449	0.5240859175940958	0.9592949537587908
ENSG00000205927	1801.1386677976989	-0.15522005550519014	0.24527775253422135	-0.63283381350917145	0.526842173061802	0.9592949537587908
ENSG00000197381	17408.805242787035	-0.15592674380565638	0.24663248344053315	-0.6322230617413893	0.5272411298578348	0.9592949537587908
ENSG00000184787	5731.877613868023	-0.10515368437664314	0.16745000834382692	-0.6279706129409677	0.5300231913202704	0.9592949537587908
ENSG00000159212	2243.6578073805586	-0.14177861147260612	0.2265051097059123	-0.6259400137007389	0.531354287771941	0.9592949537587908
ENSG00000206107	218.68783630511177	-0.28510166760760314	0.45704341918146024	-0.6237955862447481	0.5327618386712654	0.9592949537587908
ENSG00000156284	722.5978669877564	-0.182901042943334	0.2932265925596027	-0.6237532597121341	0.532789639769365	0.9592949537587908
ENSG00000206102	96.3628346824131	-0.34610168630321403	0.5556642028268267	-0.6228612254352418	0.533375720313001	0.9592949537587908
ENSG00000198862	10175.175970340195	0.10402584287240932	0.1675516924735883	0.6208582040363886	0.534692923291106	0.9592949537587908
ENSG00000142185	10185.61085293232	0.11124975346298335	0.1816478509499127	0.6124473968792462	0.5402417912064426	0.9592949537587908
ENSG00000205439	165.4971497546615	0.31567985987704134	0.5155028047532904	0.6123727300147661	0.5402911799244046	0.9592949537587908
ENSG00000276612	475.3155996189408	-0.21931318849834114	0.37374694408380277	-0.5867959376523116	0.5573407654574998	0.9592949537587908
ENSG00000187026	143.17204623403845	-0.3308858207830842	0.5642084688267089	-0.5864602165068041	0.5575662887136624	0.9592949537587908
ENSG00000182816	247.16574438277257	0.23394112625306523	0.404464684646508	0.5783969160559072	0.56299617557459	0.9592949537587908
ENSG00000166979	5424.433758167428	-0.09040733685280862	0.15768769134577107	-0.5733316030010683	0.5664201913082436	0.9592949537587908
ENSG00000141959	15678.001345431976	0.7023049818943419	1.2494304771611608	0.5621000885860041	0.574047828001686	0.9592949537587908
ENSG00000160208	2687.5657851738365	0.13894596165428558	0.25145436081972866	0.5525693060216919	0.5805583646413055	0.9592949537587908
ENSG00000273590	3048.4371239489146	-0.10529496419327027	0.19435581067849156	-0.5417639113833953	0.5879811554269156	0.9592949537587908
ENSG00000183844	2345.6845033928507	-0.1151607966174251	0.2148274149479172	-0.5360619204273566	0.5919157566079298	0.9592949537587908
ENSG00000159267	7232.773082220705	-0.08381351945286815	0.1585295973972412	-0.528693195648819	0.5970182981467771	0.9592949537587908
ENSG00000280071	3228.4903302270377	-0.10617286779669513	0.200991926663449	-0.528244440257923	0.597329688396685	0.9592949537587908
ENSG00000160299	8674.932384048	-0.08846680184317744	0.17472261596270652	-0.5063271366201393	0.6126270158931447	0.9592949537587908
ENSG00000187005	185.97362097177688	0.2694253111281925	0.5338892380048572	0.5046464546373594	0.6138071755864487	0.9592949537587908
ENSG00000142182	1644.6154000998188	-0.11949735920292236	0.23901044922180126	-0.499967091781954	0.6170982493276846	0.9592949537587908
ENSG00000160285	8271.177291997748	-0.10888487043838142	0.21838385882335526	-0.49859394840373905	0.618065469249771	0.9592949537587908
ENSG00000160282	4789.4661076008915	-0.07587198226998362	0.15646237611263925	-0.48492157766645716	0.6277319755857592	0.9592949537587908
ENSG00000206105	63.39082351798492	0.33175625590082974	0.6883598471220588	0.48195178334102234	0.6298401988827806	0.9592949537587908
ENSG00000182670	29247.689236783703	0.09365817656530045	0.19554852257524416	0.4789510824826722	0.6319734292814784	0.9592949537587908
ENSG00000160223	6074.615208152938	-0.08726176879993544	0.1850323784844517	-0.47160269740178506	0.637210401009547	0.9592949537587908
ENSG00000160284	1127.1165195892943	-0.13768456317986455	0.29851254554455164	-0.46123543293196617	0.644629702884693	0.9592949537587908
ENSG00000157542	8536.086264336494	-0.08509550387179132	0.18581001361622007	-0.4579704947848032	0.6469736391321615	0.9592949537587908
ENSG00000215454	1270.9567823805871	0.1427058631828017	0.3118540597311254	0.45760463502011156	0.6472365129190047	0.9592949537587908
ENSG00000285815	1041.2898244804762	-0.1444956889117339	0.3229068475259497	-0.44748412744676097	0.6545255457257831	0.9592949537587908
ENSG00000160202	1534.0365093229807	-0.10615239389445999	0.23813268403393545	-0.4457699468055069	0.6557634327339604	0.9592949537587908
ENSG00000160255	11488.643649674495	-0.07349994357647667	0.16503238056070516	-0.4453668021194217	0.6560546992101317	0.9592949537587908
ENSG00000160214	3844.984831775524	-0.08753612115481321	0.19952600896974168	-0.43872035333542986	0.6608641774234041	0.9592949537587908
ENSG00000154642	3261.8466068553803	0.077313241729149	0.17718119267022708	0.43635128855377914	0.6625818752671351	0.9592949537587908
ENSG00000240432	136.50051105475438	0.20641712364286596	0.4733021870439036	0.43612121239515567	0.6627487874780444	0.9592949537587908
ENSG00000142192	11354.631722764385	-0.06443919567040868	0.1479899049804892	-0.4354296712259141	0.663250577223822	0.9592949537587908
ENSG00000157551	11706.37754976772	0.0718652961721614	0.16731645675597898	0.42951720091092194	0.6675468788250009	0.9592949537587908
ENSG00000185272	2480.0968494579947	-0.08610554158307486	0.20395881262888005	-0.42217122404880353	0.6729000437333059	0.9592949537587908
ENSG00000159231	409.22200883015324	-0.17669646437548356	0.4315805135114313	-0.4094171512468053	0.6822335550799501	0.9592949537587908
ENSG00000142168	1443.0395000019325	0.09714035164695829	0.2378422867190816	0.4084233841969907	0.6829628684797118	0.9592949537587908
ENSG00000205726	26235.264914188443	0.0680344595661467	0.17084173608961314	0.39823090729106136	0.6904599852767547	0.9592949537587908
ENSG00000184351	239.7374870672999	-0.1753395311132536	0.44142411213228366	-0.39721330641926683	0.6912101705621365	0.9592949537587908
ENSG00000142149	2826.633804590653	0.09089910991402766	0.23259391644442873	0.3908060507495915	0.6959406021141792	0.9592949537587908
ENSG00000159261	3011.60844949177	0.071025074687874	0.18356189082066174	0.38692712507121013	0.6988101593135085	0.9592949537587908
ENSG00000280433	2174.4907163206426	0.09215068649827025	0.2387255574161218	0.3860109805404818	0.6994885365912924	0.9592949537587908
ENSG00000243927	2952.038783686703	-0.07092436535679857	0.18778363022912054	-0.3776919493475634	0.7056594490818042	0.9592949537587908
ENSG00000243646	3381.0707382163328	0.07155966076748389	0.18968686516209038	0.3772515335014633	0.7059866863727091	0.9592949537587908
ENSG00000275993	1733.8484465433182	-0.08007411932235137	0.21966257451025406	-0.3645323719840743	0.7154605049132756	0.9592949537587908
ENSG00000183486	6642.001583915862	-0.05701604261130817	0.1654418961217785	-0.34462880290818104	0.7303734492926265	0.9592949537587908
ENSG00000159256	5424.018413089331	0.06442782715279861	0.1878569619851074	0.342962147753173	0.7316269367062934	0.9592949537587908
ENSG00000177398	10822.023648146653	-0.04937294177790161	0.1453174973598426	-0.33975909766490003	0.7340379527191243	0.9592949537587908
ENSG00000156299	7076.885510628599	-0.04734751674950358	0.15086653509272588	-0.3138371058923224	0.7536447606970069	0.9592949537587908
ENSG00000186965	119.22072649057513	-0.16143239041147428	0.5186918496976937	-0.31122985739136066	0.7556258864678767	0.9592949537587908
ENSG00000173276	9009.782646668842	-0.04908373680808824	0.1579007697024706	-0.3108517893901074	0.7559132963972464	0.9592949537587908
ENSG00000160200	8371.225213660202	0.04702931668578022	0.15302376215560073	0.3073334234062218	0.7585895977093905	0.9592949537587908
ENSG00000188992	1693.3138638629093	0.07409479114347045	0.2561952306009543	0.2892122190162055	0.772418981797279	0.9592949537587908
ENSG00000160190	4074.873216203207	0.04629076401038246	0.16133132630832764	0.28692979267965646	0.7741660779282005	0.9592949537587908
ENSG00000160305	12057.3912975796	0.05358225831238124	0.18848190292024586	0.2842833050929776	0.776193279185472	0.9592949537587908
ENSG00000142178	2463.51469167591	-0.06053390741276187	0.22121083816485787	-0.2736480179495041	0.7843551289427678	0.9592949537587908
ENSG00000156256	5930.1509137329385	-0.053255019322200926	0.19525326309471325	-0.27274842160444734	0.7850466102646549	0.9592949537587908
ENSG00000159086	6888.298758244491	-0.04517937603692943	0.16993617993744392	-0.26586084289737855	0.7903463829154297	0.9592949537587908
ENSG00000155307	5828.994373587439	0.050378944903350646	0.20031163874255203	0.25150283438147863	0.8014253710874221	0.9592949537587908
ENSG00000142156	3763.5261149947223	-0.044244909389707654	0.17872865016902537	-0.24755353631253202	0.8044798644477248	0.9592949537587908
ENSG00000156253	3143.7168352582325	0.04849199887210007	0.19651856777841123	0.24675530368600218	0.805097603446194	0.9592949537587908
ENSG00000265590	717.4759069565163	-0.0671200413400205	0.27232665546039214	-0.24646886374948562	0.8053193042523219	0.9592949537587908
ENSG00000157540	23810.697510660048	-0.03615061302393427	0.14746428610156478	-0.2451482591455116	0.8063416373026956	0.9592949537587908
ENSG00000277117	2710.1288880713128	0.05901922994439188	0.24096476223416544	0.24492888253527292	0.8065114976527488	0.9592949537587908
ENSG00000159228	1676.3936974724948	-0.04965298206687843	0.20744267899445862	-0.23935760137481066	0.8108283037238556	0.9592949537587908
ENSG00000241123	333.2993103429373	0.08350894819866514	0.34969807098602884	0.2388029992936435	0.8112583444112238	0.9592949537587908
ENSG00000159140	18732.823778824037	0.03930703912660958	0.16591389063322096	0.23691228610571274	0.8127248383609075	0.9592949537587908
ENSG00000156265	7733.580211292427	0.04289834124756818	0.18493944050338637	0.2319588570766909	0.8165699695911048	0.9592949537587908
ENSG00000242220	1685.448109049546	-0.05105533311459041	0.22213150210066923	-0.22984283017837023	0.8182139018598575	0.9592949537587908
ENSG00000182093	9965.684454219954	0.03593581224682649	0.15642465145718848	0.22973241053800067	0.818299708422527	0.9592949537587908
ENSG00000206106	112.52446646355499	-0.13197678504124075	0.6051813485213465	-0.21807807752783964	0.8273682779384076	0.9592949537587908
ENSG00000171587	6203.653868473476	0.04782082691789108	0.22350369982894158	0.21395988949843212	0.8305783363733268	0.9592949537587908
ENSG00000159216	12541.765189708454	0.03973371290869148	0.1868361125924338	0.21266612946163682	0.831587387183123	0.9592949537587908
ENSG00000279493	149.98186994843644	-0.11497265668153756	0.5440906855675376	-0.21131156943370624	0.832644155651787	0.9592949537587908
ENSG00000274559	341.8518317271767	0.07901473281281053	0.3753352612090872	0.2105177450108903	0.8332636034497879	0.9592949537587908
ENSG00000221864	213.9215128124265	0.08362974604861124	0.403958389871215	0.20702564458501044	0.8359898308465031	0.9592949537587908
ENSG00000185917	9443.12410308858	-0.030438287436212196	0.14759733808160772	-0.2062251787995162	0.8366150207077019	0.9592949537587908
ENSG00000182871	8751.028457032093	-0.029427130032528226	0.1615892527243848	-0.18211068828148305	0.8554958609566092	0.9592949537587908
ENSG00000160194	2729.49892744662	0.04218449867708887	0.23398764172334327	0.18028515679886195	0.8569287079040989	0.9592949537587908
ENSG00000156261	4776.295621237623	-0.029257545618598165	0.16512915331258995	-0.17717977129824888	0.8593671844405439	0.9592949537587908
ENSG00000184032	143.50673130096607	0.10213204240591524	0.5773222442826779	0.17690647366760337	0.8595818535751969	0.9592949537587908
ENSG00000159131	8715.266554024278	-0.027537015841521705	0.15689260693388316	-0.17551506332689218	0.8606749356722921	0.9592949537587908
ENSG00000244025	141.1904129840305	0.08700957814711578	0.5062333787102329	0.17187641472554877	0.863534688956393	0.9592949537587908
ENSG00000160218	8653.088387577	-0.03074699528266314	0.18025264385162734	-0.17057722220136828	0.8645562094564379	0.9592949537587908
ENSG00000142207	4402.777773916764	-0.040321585721156065	0.24351724127129448	-0.16558000374287718	0.8684874847503468	0.9592949537587908
ENSG00000184724	144.96305776759485	0.08777271722991321	0.5307330789384346	0.165380151931504	0.8686447750226448	0.9592949537587908
ENSG00000160226	4290.866857027796	-0.027387401098831372	0.16984016328729273	-0.16125397296341665	0.8718933730102565	0.9592949537587908
ENSG00000180530	7770.423548160413	0.027339309323405933	0.17466052037729232	0.15652827132513414	0.8756166365927012	0.9592949537587908
ENSG00000160224	4371.77326226053	0.03352537860174442	0.2143200494317299	0.15642670245101678	0.8756966907343261	0.9592949537587908
ENSG00000185658	17049.699918149443	0.022355908823948577	0.15033879890239238	0.14870352156041353	0.881787582333604	0.9592949537587908
ENSG00000205445	662.85289482209	-0.04161486906018173	0.28496033567287354	-0.14603740889733663	0.8838918569567898	0.9592949537587908
ENSG00000274276	5789.015363328173	-0.024883515357281734	0.18159564954854704	-0.13702704563211177	0.8910094174224126	0.9612558443850135
ENSG00000182362	2224.41675890585	0.026306655014594626	0.19965369067353955	0.13176142612665007	0.8951729979637988	0.9612558443850135
ENSG00000160256	1168.0063948988648	-0.0335004335247079	0.2620908718923364	-0.12781991712580304	0.898291487765908	0.9612558443850135
ENSG00000249624	1568.5135927907095	-0.023887069077808024	0.21721532964511392	-0.10996953629762081	0.9124335348631473	0.9681097029823152
ENSG00000205581	7602.682573018247	-0.01729028620015518	0.1599287594360974	-0.10811242618976134	0.9139065112571959	0.9681097029823152
ENSG00000160180	829.2613944308625	-0.024645186876754745	0.24912214732182922	-0.09892812478417178	0.9211953380861434	0.9681097029823152
ENSG00000186924	115.43811380978073	0.05582302626377968	0.5841098073149891	0.0955694041851216	0.9238625658652231	0.9681097029823152
ENSG00000186970	176.99710279278867	0.038718198777856996	0.41593407034230584	0.09308734614116283	0.9258341701009913	0.9681097029823152
ENSG00000160185	4446.936330890643	-0.010435908901173588	0.17722719408898696	-0.05888435437246525	0.9530442198286765	0.9833850310527732
